"","tree_num","tree_spp","day","Water","Pyruvic_Acid_Methyl_Ester","Tween_40","Tween_80","a.Cyclodextrin","Glycogen","D.Cellobiose","a.D.Lactose","B.Methyl.D.Glucoside","D.Xylose","i.Erythritol","D.Mannitol","N.Acetyl.D.Glucosamine","D.Glucosaminic_Acid","Glucose.1.Phosphae","D.L.a.Glycerol_Phosphate","D.Galactonic_Acid_gamma_Lactone","D.Galactonic_Acid","X2.Hydroxy_Benzoic_Acid","X4.Hydroxy_Benzoic_Acid","gamma.Amino_Butyric_Acid","Itaconic_Acid","a.Keto_Butyric_Acid","D.Malic_Acid","L.Arginine","L.Asparagine","L.Phenylalanine","L.Serine","L.Threonine","Glycyl.L.Glutamic_Acid","Phenylethyl.amine","Putrescine","treeName","X","Bac_Shannon_soil","Bac_Simpson_soil","Bac_Invsimpson_soil","Bac_Richness_soil","TreeSpecies","Copiotroph_rel_abund_soil","Oligotroph_rel_abund_soil","OtherBacteria_rel_abund_soil","Copiotroph_richness_soil","Oligotroph_richness_soil","OtherBacteria_richness_soil","Fungal_Shannon_soil","Fungal_Simpson_soil","Fungal_Invsimpson_soil","Fungal_Richness_soil","AMF_abund_soil","ECM_abund_soil","Endo_abund_soil","Other_abund_soil","Path_abund_soil","Sap_abund_soil","AMF_richness_soil","ECM_richness_soil","Endo_richness_soil","Other_richness_soil","Path_richness_soil","Sap_richness_soil","AMF_Shannon_soil","AMF_Simpson_soil","AMF_Invsimpson_soil","AMF_Richness_soil","Bac_Shannon_root","Bac_Simpson_root","Bac_Invsimpson_root","Bac_Richness_root","Copiotroph_rel_abund_root","Oligotroph_rel_abund_root","OtherBacteria_rel_abund_root","Copiotroph_richness_root","Oligotroph_richness_root","OtherBacteria_richness_root","Fungal_Shannon_root","Fungal_Simpson_root","Fungal_Invsimpson_root","Fungal_Richness_root","AMF_abund_root","ECM_abund_root","Endo_abund_root","Other_abund_root","Path_abund_root","Sap_abund_root","AMF_richness_root","ECM_richness_root","Endo_richness_root","Other_richness_root","Path_richness_root","Sap_richness_root","AMF_Shannon_root","AMF_Simpson_root","AMF_Invsimpson_root","AMF_Richness_root","perc_N","perc_C","CN_ratio","ergosterol","tot_P","perc_P"
"11",2,"pine",1,0.0706666666666667,0.0703333333333333,0.0696666666666667,0.0783333333333333,0.0643333333333333,0.0736666666666667,0.0706666666666667,0.068,0.0686666666666667,0.104,0.0763333333333333,0.074,0.067,0.0763333333333333,0.0693333333333333,0.075,0.073,0.185333333333333,0.074,0.066,0.0636666666666667,0.0663333333333333,0.0706666666666667,0.0753333333333333,0.071,0.074,0.0696666666666667,0.0713333333333333,0.0693333333333333,0.0676666666666667,0.07,0.0706666666666667,"P2",11,6.64102913002018,0.995649877447253,229.878581091561,2355,"Pine",0.40532285576825,0.155975273723958,0.438701870507793,645,475,1235,3.8012336553053,0.929019147837149,14.0883064873003,736,4.03402927808805e-05,0.146184256528404,0.0322139649129098,0.0575700800530699,0.0314474993500731,0.732543858862762,3,48,19,201,81,384,2.05294822340605,0.763361044355747,4.22584691213449,34,5.88271213753444,0.992783662524619,138.574450462102,1366,0.370693427051136,0.114903106519315,0.514403466429549,432,211,723,3.24573216719123,0.933166654670887,14.9625908306044,253,2.79898788598043e-05,0.19704314919725,0.0424886361091829,0.0671309254573546,0.034897780962404,0.658411518394948,2,20,8,53,34,136,3.19849559698487,0.931497963490161,14.5981061432584,64,0.12,3.455,29.080419585,7.2283,14.68522,0.005869392
"12",3,"pine",1,0.101333333333333,0.169333333333333,0.219,0.117333333333333,0.093,0.107,0.0893333333333333,0.094,0.110333333333333,0.257666666666667,0.0923333333333333,0.100333333333333,0.0986666666666667,0.116333333333333,0.0923333333333333,0.0916666666666667,0.112333333333333,0.146666666666667,0.096,0.0873333333333333,0.0986666666666667,0.091,0.106333333333333,0.097,0.0926666666666667,0.103333333333333,0.092,0.094,0.1,0.094,0.0986666666666667,0.0926666666666667,"P3",12,6.34186253134054,0.995274335959571,211.610472400261,1889,"Pine",0.331737708781336,0.182424072819395,0.485838218399269,470,459,960,3.79266426126821,0.95557615701766,22.5104343268442,474,0,0.225318763862996,0.0209288717732388,0.0487569229931825,0.00947106290908596,0.695524378461497,0,44,6,106,51,267,2.55056664401292,0.894170056104559,9.44912151694978,27,5.62296757315509,0.990896431116424,109.847029531917,1004,0.301408832294771,0.0716156416508625,0.626975526054366,309,154,541,2.99361220505298,0.89616800804207,9.63094303733643,259,1.06977042726631e-05,0.34825841374441,0.0409347653993453,0.0144632961766405,0.00460536168938146,0.59172746528595,1,23,8,52,26,149,2.82334036113039,0.910107195842089,11.1243609471048,40,0.115,3.265,28.126923075,13.5869,15.21509,0.006076314
"13",4,"pine",1,0.0816666666666667,0.07,0.0926666666666667,0.0806666666666667,0.0756666666666667,0.0746666666666667,0.0726666666666667,0.0726666666666667,0.0803333333333333,0.106,0.0723333333333333,0.0696666666666667,0.084,0.126,0.077,0.073,0.0826666666666667,0.0713333333333333,0.0723333333333333,0.0666666666666667,0.0746666666666667,0.0833333333333333,0.101333333333333,0.069,0.0786666666666667,0.068,0.08,0.0706666666666667,0.067,0.12,0.0753333333333333,0.0666666666666667,"P4",13,6.3533366306205,0.994783039243416,191.682484622466,1948,"Pine",0.341260803095067,0.195617921437709,0.463121275467224,433,483,1032,4.10283708623607,0.961568699327684,26.0204568283153,650,2.88339944556348e-05,0.133439607198613,0.0121432308078873,0.08221807561921,0.0174486857877241,0.75472156659211,1,43,7,148,51,400,2.5807695921288,0.855445288268104,6.91779595434212,36,5.81215179294352,0.992972991471468,142.308066930565,1171,0.312637392513419,0.174495288844699,0.512867318641882,343,215,613,3.34104391099772,0.940710964594428,16.8665250355215,247,0,0.205029169541801,0.0112914355357607,0.0851114357149898,0.0974289580514208,0.601139001156028,0,18,10,55,22,142,1.86783591431519,0.759239149389688,4.1534991983334,34,0.09,2.31,25.44155844,2.9671,11.98472,0.004799648
"14",5,"pine",1,0.0663333333333333,0.0623333333333333,0.207333333333333,0.0686666666666667,0.053,0.0746666666666667,0.0563333333333333,0.052,0.0596666666666667,0.0923333333333333,0.052,0.0563333333333333,0.05,0.0553333333333333,0.0566666666666667,0.056,0.102,0.0653333333333333,0.0563333333333333,0.0516666666666667,0.052,0.0516666666666667,0.054,0.059,0.0576666666666667,0.064,0.0513333333333333,0.0563333333333333,0.0503333333333333,0.0553333333333333,0.0553333333333333,0.053,"P5",14,5.95107885921777,0.992055723637244,125.87678906642,1390,"Pine",0.349528171194811,0.128241276463973,0.522230552341216,400,226,764,4.04024996951205,0.964812630664624,28.4192884801601,517,0,0.209782525240892,0.009160620369304,0.0913422780145111,0.0291805827478982,0.660533993627395,0,26,9,150,43,289,2.65331008857463,0.884169247052476,8.63328584640248,43,6.06723295518765,0.991850723666369,122.71028236865,1824,0.48961476609508,0.103477404549808,0.406907829355113,631,238,955,3.31405437346591,0.917897554687256,12.1799051927237,391,0,0.212115522668286,0.0342592081285549,0.103948312993539,0.101463360759843,0.548213595449776,0,18,8,117,50,198,3.14590860100845,0.933021875961639,14.9302479631598,66,0.16,4.35,27.109803925,9.3315,15.89973,0.006352269
"15",6,"pine",1,0.096,0.105333333333333,0.149333333333333,0.0996666666666667,0.0946666666666667,0.096,0.0986666666666667,0.0966666666666667,0.0886666666666667,0.141666666666667,0.0966666666666667,0.0983333333333333,0.092,0.105333333333333,0.0963333333333333,0.0966666666666667,0.095,0.101333333333333,0.0986666666666667,0.0943333333333333,0.0923333333333333,0.0943333333333333,0.0963333333333333,0.101333333333333,0.093,0.104333333333333,0.0926666666666667,0.0966666666666667,0.0923333333333333,0.0986666666666667,0.102333333333333,0.096,"P6",15,6.50412870313607,0.995265796586387,211.228777606905,2184,"Pine",0.382369349642254,0.209110308372502,0.408520341985244,536,568,1080,4.30407917219929,0.966566439725733,29.9100661669484,950,6.82349794339772e-05,0.0327254961365355,0.00605926617373718,0.107456445612627,0.0632074261492818,0.790483130948384,2,43,17,275,98,515,2.96763083986261,0.92168399564488,12.7687821695492,36,5.61377442633227,0.987223398740105,78.2680761227883,1282,0.273468506169173,0.222454709900375,0.504076783930452,371,291,620,2.98989501123777,0.89288418281887,9.33568940905364,275,0,0.352728149120637,0.00521338736990315,0.0472058907471888,0.0909742438368502,0.503878328925421,0,21,6,73,31,144,3.30517119544338,0.936304586993147,15.6997176530187,78,0.095,2.74,29.083333335,3.0756,12.22386,0.004893459
"16",7,"pine",1,0.089,0.0836666666666667,0.205,0.0876666666666667,0.082,0.093,0.0856666666666667,0.0816666666666667,0.0913333333333333,0.113,0.0793333333333333,0.0856666666666667,0.0796666666666667,0.0796666666666667,0.0853333333333333,0.08,0.0896666666666667,0.0843333333333333,0.0826666666666667,0.0766666666666667,0.0826666666666667,0.085,0.088,0.0826666666666667,0.0843333333333333,0.0813333333333333,0.0803333333333333,0.0836666666666667,0.0793333333333333,0.0833333333333333,0.0883333333333333,0.0773333333333333,"P7",16,6.45586966350176,0.994881384829866,195.365341359286,2144,"Pine",0.382996543472481,0.132810422759904,0.484193033767615,524,399,1221,4.09040692809107,0.958453034665305,24.0691466138184,620,0,0.19055040275001,0.0106197763835765,0.0926258231996473,0.0110383336079187,0.695165664058847,0,44,11,161,62,342,2.6524504791185,0.904361383872911,10.4560274970014,33,5.70953990515422,0.987575964419251,80.4891448918201,1487,0.294447507719453,0.159081385090428,0.546471107190119,420,233,834,2.81786251179333,0.892850931575641,9.33279229306542,220,0,0.259044614101914,0.00228056695384917,0.03092252611617,0.00336363190504994,0.704388660923017,0,17,5,53,17,128,2.2328012453208,0.852012629753804,6.75733340173807,32,0.115,3.365,29.21590909,12.7919,14.35742,0.005733794
"17",8,"pine",1,0.0753333333333333,0.0713333333333333,0.206333333333333,0.081,0.072,0.0876666666666667,0.0736666666666667,0.092,0.0736666666666667,0.101666666666667,0.0726666666666667,0.0776666666666667,0.0736666666666667,0.077,0.08,0.0756666666666667,0.126666666666667,0.0746666666666667,0.0766666666666667,0.072,0.0733333333333333,0.082,0.0713333333333333,0.0746666666666667,0.0816666666666667,0.075,0.0756666666666667,0.0766666666666667,0.073,0.079,0.077,0.0753333333333333,"P8",17,6.23602399482035,0.99252149446393,133.716555423646,2011,"Pine",0.397647671661023,0.137006675896859,0.465345652442117,558,385,1068,4.34572942062356,0.96451455432902,28.1805675845802,699,7.2928195756437e-05,0.0940216039055194,0.0162372482904773,0.181762803188249,0.0460777500364641,0.661827666383534,1,20,17,215,79,367,1.90031509825275,0.73306548410616,3.74623714977984,37,6.03747590528924,0.992390677415409,131.41774302288,1569,0.429462960884799,0.119471564483348,0.451065474631853,475,251,843,3.16008175940129,0.897581556272791,9.76386638585811,325,0,0.0354745161962888,0.0673629143842757,0.101063325688508,0.130828863321898,0.66527038040903,0,15,9,84,32,185,2.19142736956139,0.812275953667177,5.32696806581221,33,0.13,3.5,26.98181818,9.2318,12.45123,0.004976511
"18",9,"pine",1,0.0756666666666667,0.0673333333333333,0.147,0.0763333333333333,0.07,0.0713333333333333,0.071,0.069,0.073,0.100333333333333,0.0733333333333333,0.106333333333333,0.069,0.0706666666666667,0.066,0.07,0.0786666666666667,0.071,0.066,0.061,0.0666666666666667,0.0673333333333333,0.0663333333333333,0.0663333333333333,0.0696666666666667,0.079,0.0693333333333333,0.071,0.0663333333333333,0.074,0.0736666666666667,0.0663333333333333,"P9",18,6.73411853235402,0.995786288978537,237.320498464762,2585,"Pine",0.410834910393782,0.170847841167002,0.418317248439215,651,591,1343,4.39064686482212,0.971114558048997,34.6195153148867,829,0.00027096890739315,0.215811680910456,0.0143828575606777,0.0972950421292135,0.0211398758704339,0.651099574621826,9,35,20,256,80,429,3.1757475923622,0.941459980748831,17.0823312460737,46,5.84742220046899,0.991204394650267,113.693141090093,1497,0.502482949171106,0.0965798775327326,0.400937173296162,489,219,789,3.1015930324704,0.918972741666077,12.341525809486,276,4.40620834756171e-05,0.223758275410053,0.0284714496058279,0.0993269516749099,0.0982327432685988,0.550166517957135,3,14,7,69,27,156,2.61006977659825,0.897685992413891,9.77383276828822,39,0.085,2.37,27.833333335,4.8207,11.34331,0.004531886
"19",1,"euc",3,0.0943333333333333,0.434666666666667,0.311,0.723666666666667,0.122333333333333,0.131666666666667,0.753,0.102666666666667,0.601333333333333,0.118333333333333,0.106666666666667,0.456,0.853333333333333,0.205333333333333,0.151666666666667,0.313666666666667,0.369666666666667,0.364333333333333,0.0896666666666667,0.868,0.988666666666667,0.0953333333333333,0.105666666666667,0.281666666666667,0.574333333333333,0.911,0.128,1.24233333333333,0.0973333333333333,0.109666666666667,0.099,0.663,"E1",1,6.47272175978892,0.995057021654329,202.307177994391,2197,"Eucalyptus",0.41738160661619,0.154252353087398,0.428366040296412,565,497,1135,4.41758756227299,0.969094033342357,32.3562117010409,819,5.9343659130022e-05,0.29612485905881,0.0182432298775542,0.0875516784364924,0.0169178881569838,0.58110300081103,2,54,16,220,67,460,2.74329183520661,0.899528424656965,9.9530638052181,37,5.91389527980333,0.992704710336048,137.074749059138,1434,0.418696954741664,0.0920876111300334,0.489215434128303,476,223,735,2.93004644000514,0.827234054933105,5.78817775466571,303,0,0.422007471534349,0.0361329217278482,0.067221439277006,0.0170793906449232,0.457558776815874,0,16,10,83,33,161,2.07318141257438,0.815708612181477,5.42618953515468,25,0.11,2.88,25.5,5.0787,11.49324,0.004589952
"20",2,"euc",3,0.117333333333333,0.599666666666667,0.466,0.665,0.112,0.224,0.443333333333333,0.119,0.743666666666667,0.122,0.112333333333333,0.531333333333333,1.01433333333333,0.241,0.107333333333333,0.511,0.811333333333333,1.18466666666667,0.100666666666667,1.10833333333333,0.768666666666667,0.646333333333333,0.111666666666667,0.438333333333333,0.459,1.20533333333333,0.133666666666667,0.41,0.102333333333333,0.135,0.120333333333333,0.240333333333333,"E2",2,6.55692558692686,0.995585846306492,226.543992220037,2220,"Eucalyptus",0.423574732837962,0.122830063989942,0.453595203172096,638,398,1184,3.8186015645543,0.939561327159709,16.5456975311568,610,0,0.349194560769695,0.0238996483091047,0.0517330599024465,0.0139191015112167,0.561253629507537,0,34,11,176,60,329,1.56490823071051,0.684379766675073,3.1683646813939,17,5.513732701498,0.98453330849054,64.6550685638457,1312,0.396148042010274,0.0909562062710547,0.512895751718671,436,196,680,2.44936420363151,0.826241507224108,5.7551143775733,192,0,0.54451105328437,0.0392215277608891,0.0197354021255381,0.01733383593959,0.379198180889613,0,18,5,40,21,108,3.26828287032465,0.949823230423965,19.9295412687868,56,0.1,2.765,27.36813187,3.96295,17.41311,0.006955304
"21",3,"euc",3,0.109,0.977333333333333,0.869333333333333,0.742666666666667,0.146666666666667,0.184666666666667,0.474333333333333,0.15,0.784,0.136,0.118,0.995333333333333,1.65666666666667,0.358666666666667,0.391333333333333,0.467333333333333,1.45666666666667,0.952666666666667,0.116,0.757333333333333,0.943666666666667,0.534,0.162333333333333,0.848666666666667,0.752666666666667,1.09333333333333,0.127666666666667,0.777333333333333,0.107,0.16,0.544,0.743666666666667,"E3",3,6.88136308636726,0.996334394572599,272.806230732016,2819,"Eucalyptus",0.410780154924382,0.131771354797913,0.457448490277705,741,489,1589,4.34610134675767,0.96069126270828,25.439636805903,945,6.61494410372232e-05,0.226330312508859,0.00654406970261101,0.0906719838217367,0.0243571691819204,0.652030315343835,3,44,21,283,82,512,3.13977095725712,0.939531898123972,16.5376449561821,47,5.74970500553754,0.990614423070077,106.546460325934,990,0.508420053097688,0.0559657384260605,0.435614208476251,390,103,497,3.40999096755775,0.923170275195282,13.0157956772818,475,0.000252712142818462,0.0896676835321937,0.0184524991425838,0.0849428690048557,0.0140887019621293,0.792595534215419,5,24,15,145,41,245,2.70661782107158,0.890423978880182,9.12608424526137,44,0.14,3.87,27.48205128,6.4846,17.03559,0.006812742
"22",4,"euc",3,0.118666666666667,0.443,0.510333333333333,0.862333333333333,0.101666666666667,0.140666666666667,0.406,0.143666666666667,0.107666666666667,0.120666666666667,0.112333333333333,0.588666666666667,0.701,0.218333333333333,0.137333333333333,0.124666666666667,0.650333333333333,0.876333333333333,0.117666666666667,0.452,0.672333333333333,0.104,0.111333333333333,0.373666666666667,0.430333333333333,1.21066666666667,0.123666666666667,0.801,0.103666666666667,0.119333333333333,0.251333333333333,0.399333333333333,"E4",4,6.56249829782497,0.995518389708029,223.134082361305,2291,"Eucalyptus",0.36611787992671,0.193276805178478,0.440605314894812,516,599,1176,3.9909170822087,0.957697686729825,23.6393691667221,664,4.78134891415566e-05,0.220334120662121,0.0029548736289482,0.0440649115928586,0.0209423082440018,0.711655972382929,2,54,12,175,52,369,2.7877448673696,0.886680511501233,8.82460742849964,48,5.85088257096056,0.991878530227844,123.130421962344,1285,0.313465944880093,0.205143185780926,0.481390869338981,390,234,661,2.35657173829614,0.791337275578908,4.79242280946139,176,0,0.259806824786207,0.0150610245481969,0.432524285279385,0.00692441812193839,0.285683447264274,0,16,9,32,14,105,2.20792826988406,0.726348928266975,3.65428862992214,47,0.105,2.775,26.35,3.6078,13.90796,0.00555208
"23",5,"euc",3,0.0916666666666667,0.676666666666667,0.232666666666667,0.534,0.0763333333333333,0.139666666666667,0.089,0.0863333333333333,0.094,0.104,0.096,0.531666666666667,0.775666666666667,0.127666666666667,0.121,0.107,0.167666666666667,0.2,0.0686666666666667,0.309,0.348333333333333,0.0883333333333333,0.095,0.0876666666666667,0.382666666666667,0.751333333333333,0.102666666666667,1.11466666666667,0.0803333333333333,0.104333333333333,0.098,0.378666666666667,"E5",5,6.71565642490444,0.996528229849021,288.037501479757,2264,"Eucalyptus",0.378965693648018,0.158039811555583,0.462994494796399,545,455,1264,4.35307666976029,0.966384878983355,29.748517029132,756,0.00195970687064476,0.217191929703418,0.037010741916817,0.0805327679522279,0.0403077177438571,0.622997135813035,6,43,15,215,68,409,2.29210945767454,0.824451594366435,5.69643453263468,30,6.12928169150814,0.994296469723614,175.330006424308,1331,0.496895032051282,0.0983824118589744,0.404722556089744,441,201,689,2.70407440092486,0.822495895200725,5.6336725346764,327,0.000903280949513394,0.0201635618407506,0.0905806251092679,0.0885263894015035,0.0385254181316653,0.761300724567299,5,9,11,109,43,150,1.25532420037931,0.633386827255992,2.72767067401111,23,0.11,2.93,27.025,4.6134,18.81187,0.007524748
"24",6,"euc",3,0.134666666666667,0.571,0.265666666666667,0.451,0.143666666666667,0.166333333333333,0.142666666666667,0.135,0.190333333333333,0.143,0.137333333333333,0.343333333333333,0.487666666666667,0.338,0.151,0.145666666666667,0.556333333333333,0.830333333333333,0.125333333333333,0.172333333333333,0.810333333333333,0.124333333333333,0.137666666666667,0.560333333333333,1.008,1.165,0.156,0.858666666666667,0.134666666666667,0.140666666666667,0.287333333333333,0.275666666666667,"E6",6,6.70280632652405,0.996305958581249,270.706222979514,2561,"Eucalyptus",0.353812390496456,0.217558154338614,0.42862945516493,597,656,1308,3.90270485173742,0.957267374703943,23.401323767774,529,0.000179792193673824,0.157397612526917,0.00513871176802626,0.0636715238433717,0.00993038279012397,0.763681976877888,7,43,4,139,40,296,2.84202748788135,0.857800911025861,7.03239385859826,49,6.11645134352322,0.994885696181804,195.530034105937,1494,0.347369171030601,0.122056570838232,0.530574258131167,512,234,748,3.81413607804399,0.953495319781366,21.5032120487374,477,0,0.0674020992244559,0.0365817120909238,0.0655209504958276,0.0260954130423037,0.804399825146489,0,21,12,133,52,259,3.44575379843716,0.943040835302383,17.556437235496,93,0.09,2.505,27.25,2.7856,12.36565,0.004944282
"25",7,"euc",3,0.107,0.243333333333333,0.914666666666667,0.441333333333333,0.137,0.147,0.11,0.102333333333333,0.108666666666667,0.118333333333333,0.0956666666666667,0.866333333333333,0.861666666666667,0.224,0.102333333333333,0.269333333333333,0.260666666666667,0.462,0.0876666666666667,0.105333333333333,0.454,0.307,0.0976666666666667,0.115,0.320666666666667,0.749,0.112,0.821666666666667,0.109333333333333,0.116666666666667,0.091,0.628666666666667,"E7",7,6.59151752465673,0.995385162541771,216.692355700792,2652,"Eucalyptus",0.368763075829945,0.173301622389768,0.457935301780287,639,595,1418,4.1558267905847,0.964763724327001,28.3798438086998,715,0.000589446485526263,0.111251968186039,0.0169566797206185,0.0672614962251201,0.0431830110218418,0.760757398360854,17,51,15,168,61,403,2.90817342619102,0.9158099453617,11.8778875283575,39,5.78169120805017,0.988336882843198,85.740371682435,1324,0.404126694971279,0.155357064155489,0.440516240873232,438,209,677,3.56251995341619,0.94665833330143,18.7470707589798,333,0.000180511417347147,0.097423912062438,0.041075848047389,0.0765415912556469,0.0247015623738201,0.760076574843359,6,23,14,75,38,177,2.77836161310565,0.901950005326457,10.1988786774492,51,0.08,2.255,28.1875,2.1523,14.13731,0.005650404
"26",8,"euc",3,0.119333333333333,0.746333333333333,0.88,0.592,0.115,0.154333333333333,0.133,0.116666666666667,2.06533333333333,0.138,0.114666666666667,0.722,2.00733333333333,0.181666666666667,0.250666666666667,0.759666666666667,0.339,0.804,0.0993333333333333,0.380666666666667,0.688666666666667,0.412,0.127333333333333,0.438333333333333,0.708666666666667,1.21133333333333,0.144,1.23733333333333,0.131,0.432333333333333,0.13,0.516666666666667,"E8",8,6.69106110299086,0.995945899612245,246.663847550612,2575,"Eucalyptus",0.373736001876705,0.14741397404714,0.478850024076155,604,544,1427,4.45270617845863,0.972904262470861,36.9061738557438,906,0.000232732538594813,0.120064130743968,0.0197133079913458,0.116857593545551,0.0563212743399447,0.686810960840595,4,49,20,263,85,485,3.21350745598968,0.947848170581395,19.1747827669351,43,6.24367600533944,0.992863718238062,140.128996213916,1819,0.441656360161112,0.0865680328573602,0.471775606981528,558,258,1003,2.83867354145857,0.816647575132164,5.45397750109289,410,0,0.494945229385338,0.0278661083608501,0.0273267971528438,0.0338341465400133,0.416027718560955,0,18,19,116,49,208,2.64584924276658,0.889645295907834,9.06168892596383,44,0.125,3.27,26.25974026,2.9102,17.3151,0.006912216
"27",9,"euc",3,0.104666666666667,0.592333333333333,0.648333333333333,0.816333333333333,0.107,0.128333333333333,0.148333333333333,0.0963333333333333,0.421,0.116,0.104333333333333,0.500666666666667,0.257666666666667,0.165,0.100333333333333,0.186,0.333,0.853333333333333,0.0833333333333333,0.385666666666667,0.779,0.0963333333333333,0.121333333333333,0.582333333333333,0.445333333333333,1.04866666666667,0.104333333333333,0.833333333333333,0.098,0.119333333333333,0.282333333333333,0.482666666666667,"E9",9,6.49960828517326,0.995052432803102,202.119538796155,2259,"Eucalyptus",0.396263206861833,0.152192753272243,0.451544039865924,568,526,1165,4.29527460779046,0.968320476955302,31.566131806626,908,8.24638772363845e-05,0.0882399340288982,0.0106521817073608,0.0982933562798035,0.0215553404323975,0.781176723674304,4,37,24,246,86,511,3.18211956849589,0.941929159779245,17.2203466696628,43,5.71419429548876,0.990033359783411,100.334714434217,1492,0.325912334083574,0.182645026302415,0.491442639614011,422,226,844,2.35815249123562,0.762883083274046,4.21732879209012,228,1.36873802354229e-05,0.488986221370563,0.057377497946893,0.0289989962587827,0.0237704170088512,0.400853180034675,1,16,12,45,19,135,3.45218898786486,0.949903661114893,19.9615385526163,58,0.08,2.305,28.34126984,1.4569,18.43523,0.007362312
"28",1,"pine",3,0.107666666666667,0.280666666666667,0.808333333333333,0.780666666666667,0.111,0.148666666666667,0.131666666666667,0.155333333333333,0.115666666666667,0.158333333333333,0.119666666666667,0.753,0.235666666666667,0.127333333333333,0.113333333333333,0.166,0.424333333333333,0.782,0.118,0.202333333333333,0.600333333333333,0.117333333333333,0.130666666666667,0.112666666666667,0.376333333333333,0.612333333333333,0.122333333333333,1.164,0.115333333333333,0.115,0.114,0.129666666666667,"P1",10,5.97331915468956,0.9914164024895,116.501268701937,1783,"Pine",0.4206780934361,0.0714404963966721,0.507881410167228,565,229,989,3.54094610223529,0.913916318672447,11.6166035719934,511,0,0.37289464573023,0.0148927720413026,0.0709506934685648,0.0299077411865339,0.511354147573369,0,17,6,162,58,268,2.44773930437127,0.852003020777454,6.75689466942619,39,5.46429149996301,0.989445830682393,94.7492853209879,1001,0.339655236056255,0.168639031412646,0.491705732531099,332,160,509,2.7911095449511,0.864233701244003,7.36559815773743,233,0,0.391343253192162,0.0175910496225131,0.0364359236774563,0.0337139458497875,0.520915827658081,0,18,4,46,25,140,1.9184313223135,0.706672710435989,3.40916115062583,45,0.155,3.665,23.62605042,8.404,21.51336,0.008591597
"29",2,"pine",3,0.081,0.242333333333333,0.112,0.0836666666666667,0.073,0.119333333333333,0.0873333333333333,0.0816666666666667,0.0833333333333333,0.106,0.0943333333333333,0.096,0.161666666666667,0.0863333333333333,0.102,0.163333333333333,0.255,0.428333333333333,0.0693333333333333,0.319,0.269333333333333,0.0876666666666667,0.0753333333333333,0.093,0.232666666666667,0.285,0.0783333333333333,0.856666666666667,0.0746666666666667,0.0933333333333333,0.0736666666666667,0.220666666666667,"P2",11,6.64102913002018,0.995649877447253,229.878581091561,2355,"Pine",0.40532285576825,0.155975273723958,0.438701870507793,645,475,1235,3.8012336553053,0.929019147837149,14.0883064873003,736,4.03402927808805e-05,0.146184256528404,0.0322139649129098,0.0575700800530699,0.0314474993500731,0.732543858862762,3,48,19,201,81,384,2.05294822340605,0.763361044355747,4.22584691213449,34,5.88271213753444,0.992783662524619,138.574450462102,1366,0.370693427051136,0.114903106519315,0.514403466429549,432,211,723,3.24573216719123,0.933166654670887,14.9625908306044,253,2.79898788598043e-05,0.19704314919725,0.0424886361091829,0.0671309254573546,0.034897780962404,0.658411518394948,2,20,8,53,34,136,3.19849559698487,0.931497963490161,14.5981061432584,64,0.12,3.455,29.080419585,7.2283,14.68522,0.005869392
"30",3,"pine",3,0.123333333333333,0.294333333333333,0.174666666666667,0.546,0.127333333333333,0.160333333333333,0.13,0.114,0.159666666666667,0.203666666666667,0.118333333333333,0.604666666666667,0.283,0.146,0.125333333333333,0.123333333333333,0.452,0.175,0.105333333333333,0.217666666666667,0.143666666666667,0.115666666666667,0.123,0.129,0.835,0.763,0.127666666666667,0.136666666666667,0.115333333333333,0.128666666666667,0.116,0.435666666666667,"P3",12,6.34186253134054,0.995274335959571,211.610472400261,1889,"Pine",0.331737708781336,0.182424072819395,0.485838218399269,470,459,960,3.79266426126821,0.95557615701766,22.5104343268442,474,0,0.225318763862996,0.0209288717732388,0.0487569229931825,0.00947106290908596,0.695524378461497,0,44,6,106,51,267,2.55056664401292,0.894170056104559,9.44912151694978,27,5.62296757315509,0.990896431116424,109.847029531917,1004,0.301408832294771,0.0716156416508625,0.626975526054366,309,154,541,2.99361220505298,0.89616800804207,9.63094303733643,259,1.06977042726631e-05,0.34825841374441,0.0409347653993453,0.0144632961766405,0.00460536168938146,0.59172746528595,1,23,8,52,26,149,2.82334036113039,0.910107195842089,11.1243609471048,40,0.115,3.265,28.126923075,13.5869,15.21509,0.006076314
